Schweizer Nährwertdatenbank – Generische Einträge V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule",Herleitung des Wertes,Quelle,"Energie, Kalorien",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,All-trans Retinol-Äquivalente (µg-RE),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E-Aktivität (mg-ATE),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
834,3623,1001503,"Buttergipfeli, Vollkorn",Rusticogipfeli,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1540,Automatisierte Berechnung,,368,Automatisierte Berechnung,,"19,7",Berechnung anhand von Zutaten,,"11,5",Berechnung anhand von Zutaten,,"4,6",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,61,Berechnung anhand von Zutaten,,"38,7",Berechnung anhand von Zutaten,,"2,2",Berechnung anhand von Zutaten,,"36,2",Berechnung anhand von Zutaten,,"4,2",Berechnung anhand von Zutaten,,"6,8",Berechnung anhand von Zutaten,,"1,1",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"31,1",Automatisierte Berechnung,,201,Automatisierte Berechnung,,194,Automatisierte Berechnung,,187,Berechnung anhand von Zutaten,,87,Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,"0,12",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,"22,5",Berechnung anhand von Zutaten,,"0,34",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"0,58",Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,440,Berechnung anhand von Zutaten,,690,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,24,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,k.A.,,,Nein
822,4116,1001491,Butterweggli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1300,Automatisierte Berechnung,,309,Automatisierte Berechnung,,"8,7",Berechnung anhand von Zutaten,,"4,9",Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,23,Berechnung anhand von Zutaten,,"47,3",Berechnung anhand von Zutaten,,"3,4",Berechnung anhand von Zutaten,,"43,5",Berechnung anhand von Zutaten,,"2,2",Berechnung anhand von Zutaten,,"9,4",Berechnung anhand von Zutaten,,"1,6",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"33,1",Automatisierte Berechnung,,84,Automatisierte Berechnung,,81,Automatisierte Berechnung,,78,Berechnung anhand von Zutaten,,36,Berechnung anhand von Zutaten,,31,Berechnung anhand von Zutaten,,"0,13",Berechnung anhand von Zutaten,,"0,15",Berechnung anhand von Zutaten,,"0,13",Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,"0,83",Berechnung anhand von Zutaten,,"26,5",Berechnung anhand von Zutaten,,"0,41",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,34",Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,650,Berechnung anhand von Zutaten,,1020,Berechnung anhand von Zutaten,,56,Berechnung anhand von Zutaten,,27,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,"1,1",Berechnung anhand von Zutaten,,k.A.,,,"0,9",Berechnung anhand von Zutaten,,k.A.,,,Nein
820,4092,1001489,Butterzopf,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1370,Automatisierte Berechnung,,325,Automatisierte Berechnung,,"11,4",Berechnung anhand von Zutaten,,"6,5",Berechnung anhand von Zutaten,,"2,6",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,45,Berechnung anhand von Zutaten,,"45,7",Berechnung anhand von Zutaten,,"2,9",Berechnung anhand von Zutaten,,"42,4",Berechnung anhand von Zutaten,,"2,1",Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,"1,5",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"32,4",Automatisierte Berechnung,,115,Automatisierte Berechnung,,111,Automatisierte Berechnung,,107,Berechnung anhand von Zutaten,,48,Berechnung anhand von Zutaten,,41,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,13",Berechnung anhand von Zutaten,,"0,06",Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,72",Berechnung anhand von Zutaten,,"23,4",Berechnung anhand von Zutaten,,"0,37",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"0,31",Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,590,Berechnung anhand von Zutaten,,930,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,90,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"5,1",Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,k.A.,,,Nein
1460,,,"Butterzopf, Vollkorn",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1150,Automatisierte Berechnung,,272,Automatisierte Berechnung,,"6,4",Berechnung anhand von Zutaten,,"3,2",Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,"1,2",Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,"40,4",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"39,5",Berechnung anhand von Zutaten,,"7,3",Berechnung anhand von Zutaten,,"9,5",Berechnung anhand von Zutaten,,"1,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"36,9",Automatisierte Berechnung,,55,Automatisierte Berechnung,,53,Automatisierte Berechnung,,50,Berechnung anhand von Zutaten,,26,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,"0,25",Berechnung anhand von Zutaten,,"0,15",Berechnung anhand von Zutaten,,"0,29",Berechnung anhand von Zutaten,,"0,03",Berechnung anhand von Zutaten,,"3,31",Berechnung anhand von Zutaten,,"33,9",Berechnung anhand von Zutaten,,"0,67",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"1,12",Berechnung anhand von Zutaten,,270,Berechnung anhand von Zutaten,,460,Berechnung anhand von Zutaten,,710,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,86,Berechnung anhand von Zutaten,,240,Berechnung anhand von Zutaten,,"3,3",Berechnung anhand von Zutaten,,"2,4",Berechnung anhand von Zutaten,,"2,3",Berechnung anhand von Zutaten,,k.A.,,,Nein
10406,,,Gipfeli (Durchschnitt),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1700,Automatisierte Berechnung,,408,Automatisierte Berechnung,,23,Berechnung anhand von Zutaten,,"13,4",Berechnung anhand von Zutaten,,"5,4",Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,"40,5",Berechnung anhand von Zutaten,,"2,3",Berechnung anhand von Zutaten,,"37,9",Berechnung anhand von Zutaten,,"2,9",Berechnung anhand von Zutaten,,"8,3",Berechnung anhand von Zutaten,,"2,1",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"25,9",Automatisierte Berechnung,,215,Automatisierte Berechnung,,208,Automatisierte Berechnung,,201,Berechnung anhand von Zutaten,,81,Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,"0,12",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"21,4",Berechnung anhand von Zutaten,,"0,35",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,57",Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,850,Berechnung anhand von Zutaten,,1320,Berechnung anhand von Zutaten,,34,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,99,Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,36,Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,k.A.,,,Ja
833,4111,1001502,Halbweissbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1020,Automatisierte Berechnung,,240,Automatisierte Berechnung,,"1,1",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"46,4",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"45,6",Berechnung anhand von Zutaten,,"3,7",Berechnung anhand von Zutaten,,"9,4",Berechnung anhand von Zutaten,,"1,7",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"40,2",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,15",Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,"0,19",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"0,79",Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,"0,38",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,28",Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,680,Berechnung anhand von Zutaten,,1050,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,"1,8",Berechnung anhand von Zutaten,,"1,1",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,k.A.,,,Nein
832,4324,1001501,Laugenbrötli,Silserli,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1190,Automatisierte Berechnung,,282,Automatisierte Berechnung,,"4,9",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"1,8",Berechnung anhand von Zutaten,,"1,9",Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"48,9",Berechnung anhand von Zutaten,,"2,2",Berechnung anhand von Zutaten,,"46,2",Berechnung anhand von Zutaten,,"2,3",Berechnung anhand von Zutaten,,"9,3",Berechnung anhand von Zutaten,,"1,5",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"35,3",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"0,14",Berechnung anhand von Zutaten,,"0,12",Berechnung anhand von Zutaten,,"0,06",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,"0,71",Berechnung anhand von Zutaten,,"20,3",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"1,05",Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,610,Berechnung anhand von Zutaten,,970,Berechnung anhand von Zutaten,,57,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,89,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,39,Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,k.A.,,,Ja
835,3603,1001504,Laugengipfeli,Silsergipfeli,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1770,Automatisierte Berechnung,,423,Automatisierte Berechnung,,"25,1",Berechnung anhand von Zutaten,,"14,7",Berechnung anhand von Zutaten,,"5,8",Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,78,Berechnung anhand von Zutaten,,"39,4",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,"37,6",Berechnung anhand von Zutaten,,"1,9",Berechnung anhand von Zutaten,,"9,1",Berechnung anhand von Zutaten,,"4,1",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"25,2",Automatisierte Berechnung,,195,Automatisierte Berechnung,,191,Automatisierte Berechnung,,186,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,"0,35",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"0,54",Berechnung anhand von Zutaten,,140,Berechnung anhand von Zutaten,,1630,Berechnung anhand von Zutaten,,2510,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,68,Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,100,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,k.A.,,,Ja
844,3595,1001513,Mütschli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1080,Automatisierte Berechnung,,255,Automatisierte Berechnung,,"0,8",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"51,8",Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"50,8",Berechnung anhand von Zutaten,,"2,5",Berechnung anhand von Zutaten,,"8,7",Berechnung anhand von Zutaten,,"1,7",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"36,8",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,04",Berechnung anhand von Zutaten,,"0,06",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"0,67",Berechnung anhand von Zutaten,,"15,4",Berechnung anhand von Zutaten,,"0,23",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,14",Berechnung anhand von Zutaten,,140,Berechnung anhand von Zutaten,,690,Berechnung anhand von Zutaten,,1080,Berechnung anhand von Zutaten,,"7,8",Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,60,Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,k.A.,,,Nein
845,3572,1001514,Pariserbrot,Baguette;Parisette,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1080,Automatisierte Berechnung,,255,Automatisierte Berechnung,,"0,9",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"51,2",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"50,1",Berechnung anhand von Zutaten,,"2,9",Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,"1,6",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"36,8",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,12",Berechnung anhand von Zutaten,,"0,03",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"0,63",Berechnung anhand von Zutaten,,"8,8",Berechnung anhand von Zutaten,,"0,26",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,19",Berechnung anhand von Zutaten,,140,Berechnung anhand von Zutaten,,660,Berechnung anhand von Zutaten,,1020,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,81,Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"1,1",Berechnung anhand von Zutaten,,Nein
830,4113,1001499,Roggenbrot mit Sauerteig,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,910,Automatisierte Berechnung,,215,Automatisierte Berechnung,,"0,9",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"41,5",Berechnung anhand von Zutaten,,"3,8",Berechnung anhand von Zutaten,,"37,6",Berechnung anhand von Zutaten,,"7,7",Berechnung anhand von Zutaten,,"6,5",Berechnung anhand von Zutaten,,"1,3",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"43,9",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,<2,Berechnung anhand von Zutaten,,<1,Berechnung anhand von Zutaten,,"0,16",Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,17",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"0,98",Berechnung anhand von Zutaten,,"18,3",Berechnung anhand von Zutaten,,"0,43",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,49",Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,530,Berechnung anhand von Zutaten,,820,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,45,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,"1,8",Berechnung anhand von Zutaten,,"2,7",Berechnung anhand von Zutaten,,"1,9",Berechnung anhand von Zutaten,,k.A.,,,Nein
846,4133,1001515,Roggenschrotbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,994,Automatisierte Berechnung,,235,Automatisierte Berechnung,,1,Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"44,1",Berechnung anhand von Zutaten,,"3,8",Berechnung anhand von Zutaten,,"40,1",Berechnung anhand von Zutaten,,"9,4",Berechnung anhand von Zutaten,,"7,7",Berechnung anhand von Zutaten,,"1,4",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"38,3",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,<0,Berechnung anhand von Zutaten,,<0,Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,14",Berechnung anhand von Zutaten,,"0,21",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"1,24",Berechnung anhand von Zutaten,,"23,1",Berechnung anhand von Zutaten,,"0,55",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,58",Berechnung anhand von Zutaten,,260,Berechnung anhand von Zutaten,,570,Berechnung anhand von Zutaten,,900,Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,56,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,"2,2",Berechnung anhand von Zutaten,,"3,3",Berechnung anhand von Zutaten,,"2,4",Berechnung anhand von Zutaten,,k.A.,,,Nein
829,4114,1001498,Ruchbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,992,Automatisierte Berechnung,,234,Automatisierte Berechnung,,"1,2",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"44,3",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"43,5",Berechnung anhand von Zutaten,,"4,1",Berechnung anhand von Zutaten,,"9,5",Berechnung anhand von Zutaten,,"1,6",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"41,8",Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,23",Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,"1,12",Berechnung anhand von Zutaten,,"20,6",Berechnung anhand von Zutaten,,"0,33",Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,27",Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,630,Berechnung anhand von Zutaten,,970,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,"1,6",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,k.A.,,,Nein
1463,,,Semmeli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1110,Automatisierte Berechnung,,262,Automatisierte Berechnung,,"0,8",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"53,4",Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"51,4",Berechnung anhand von Zutaten,,"2,6",Berechnung anhand von Zutaten,,"8,9",Berechnung anhand von Zutaten,,"1,6",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,35,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,04",Berechnung anhand von Zutaten,,"0,06",Berechnung anhand von Zutaten,,"0,02",Berechnung anhand von Zutaten,,"0,73",Berechnung anhand von Zutaten,,"12,2",Berechnung anhand von Zutaten,,"0,23",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,14",Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,660,Berechnung anhand von Zutaten,,1020,Berechnung anhand von Zutaten,,"7,6",Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,60,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"1,7",Berechnung anhand von Zutaten,,Nein
